Date,Amount Invested,Shares Bought,Taxes,Shares to Taxes,Fees,Shares to Fees,Dividends,Shares from Dividends,Cumulative Shares,Current Portfolio Value,Dividend Yield (Monthly),Tax Rate,Management Fee (Monthly),S&P 500 Index Value
1997.06,0,0.20327047771192017,31.433627102502086,0.03587126077269179,38.70488119846513,0.04416903216796395,178.1238869141785,0.20327047771192017,166.03576161705894,145495.47754741256,0.001441684069581227,0.15,0.000266276353299455,876.29
1997.07,0,0.19341133750216652,31.581454672478756,0.03413141250038232,40.908363641801465,0.04421139712068807,178.96157647737965,0.19341133750216652,166.18496155744043,153769.28307948404,0.0013704442210910454,0.15,0.000266276353299455,925.29
1997.08,0,0.19389656915073827,31.727409666940684,0.034217041614836165,41.031413642673215,0.044251125536725354,179.78865477933056,0.19389656915073827,166.33460700105445,154232.10099565773,0.001372648936629136,0.15,0.000266276353299455,927.24
1997.09,0,0.19275852316628247,31.87386906657706,0.03401620997052044,41.50152712666683,0.044290972579738776,180.61859137727,0.19275852316628247,166.48307455164098,155997.97051637864,0.0013633647093978785,0.15,0.000266276353299455,937.02
1997.1,0,0.19076542981930608,32.02031404004668,0.033664487615171663,42.16540406574177,0.04433050597769226,181.44844622693117,0.19076542981930608,166.6295094754826,158491.32423270002,0.0013480644686488079,0.15,0.000266276353299455,951.16
1997.11,0,0.19413378119988148,32.16636879603401,0.034258902564684966,41.65940918910995,0.044369498135208484,182.2760898441927,0.19413378119988148,166.77927375854728,156592.3957173752,0.0013706616822164474,0.15,0.000266276353299455,938.92
1997.12,0,0.19026958894611395,32.313484290718534,0.03357698628460835,41.404574380001606,0.0430235505886526,183.1097443140717,0.19026958894611395,166.92651979690473,160645.0748569472,0.0013421726224494392,0.15,0.0002579670100431031,962.37
1998.01,0,0.1908555537749464,32.44634228552336,0.033680391842637596,41.483760558853966,0.04306153520890837,183.86260628463236,0.1908555537749464,167.07431381547076,160952.71095727192,0.0013451184742290872,0.15,0.0002579670100431031,963.36
1998.02,0,0.18033594151454002,32.579491194016796,0.03182398967903647,44.12284714663023,0.0430996611899801,184.6171167660952,0.18033594151454002,167.2115500957953,171181.15229506948,0.0012698536737843593,0.15,0.0002579670100431031,1023.74
1998.03,0,0.17213577856217765,32.71075948748995,0.030376902099207816,46.449130561031104,0.04313506362288486,185.36097042910976,0.17213577856217765,167.34055081073458,180197.3253295233,0.0012111165798377337,0.15,0.0002579670100431031,1076.83
1998.04,0,0.16785587304282124,32.94517094086337,0.02962162465461551,48.01182947370194,0.043168341551611165,186.68930199822577,0.16785587304282124,167.46523834222577,186254.8380842235,0.0011800935083618055,0.15,0.0002579670100431031,1112.20
1998.05,0,0.1696239860616641,33.17905034655348,0.029933644599117192,47.88430577086491,0.043200506821299604,188.01461863046973,0.1696239860616641,167.59166182146612,185761.94979614948,0.0011916361427377106,0.15,0.0002579670100431031,1108.42
1998.06,0,0.17082765355940646,33.4135875756548,0.030146056510483493,47.91915777509246,0.043233119908238485,189.34366292871056,0.17082765355940646,167.71925635511727,185898.34655144846,0.0011991868084940017,0.15,0.0002579670100431031,1108.39
1998.07,0,0.16451972347161142,33.57886266578758,0.02903289237734319,50.04063086275253,0.043266035088582316,190.28022177279632,0.16451972347161142,167.8405100435003,194120.97710611156,0.0011540273911013505,0.15,0.0002579670100431031,1156.58
1998.08,0,0.17793226783306615,33.74286593978286,0.031399811970541085,46.52816015100831,0.04329731454003118,191.20957365876953,0.17793226783306615,167.97514499679332,180509.45031645402,0.0012472083154975715,0.15,0.0002579670100431031,1074.62
1998.09,0,0.1882706604796566,33.90998239622765,0.033224234202292334,42.801717466480845,0.04193615522268464,192.1565669119567,0.1882706604796566,168.12147950205028,171591.5068389726,0.0013186170768668024,0.15,0.00024965690741618474,1020.64
1998.1,0,0.18646821814563833,33.97461903332245,0.03290615614334794,43.33554184294434,0.04197268864271537,192.52284118882721,0.18646821814563833,168.2659750315532,173729.57124082776,0.0013048563154377365,0.15,0.00024965690741618474,1032.47
1998.11,0,0.16854343360660726,34.03873442160168,0.029742958871754217,48.07608858257842,0.04200876294974653,192.88616172240955,0.16854343360660726,168.39250970221008,192713.4398785003,0.001178410504210247,0.15,0.00024965690741618474,1144.43
1998.12,0,0.1623716691595194,34.099483214697536,0.02865382396932695,50.03012233078156,0.04204035320430365,193.23040488328604,0.1623716691595194,168.5128410181653,200538.7064536676,0.0011344061173900256,0.15,0.00024965690741618474,1190.05
1999.01,0,0.15564369334849612,34.299383813435554,0.027466534120322843,52.536246850097264,0.04207039474851035,194.3631749428015,0.15564369334849612,168.62641431676528,210575.60740634697,0.0010866247721090887,0.15,0.00024965690741618474,1248.77
1999.02,0,0.15682069575341803,34.49815463158162,0.02767424042707377,52.47945866180889,0.042098749107003876,195.48954291229583,0.15682069575341803,168.7411362634117,210349.32564324376,0.0010941046035285876,0.15,0.00024965690741618474,1246.58
1999.03,0,0.15340931147906844,34.69739614416403,0.027072231437482663,53.992990966560455,0.04212739023341639,196.61857815026286,0.15340931147906844,168.85241818465735,216411.39029054795,0.001069576434727879,0.15,0.00024965690741618474,1281.66
1999.04,0,0.14668660613333825,34.55142607103551,0.0258858716705891,56.26703809111599,0.04215517253372591,195.79141440253457,0.14668660613333825,168.95694961825694,225516.97807246464,0.00102203142637378,0.15,0.00024965690741618474,1334.76
1999.05,0,0.146355071610926,34.403858866017565,0.02582736557839871,56.1884037003843,0.042181269528166164,194.9552002407662,0.146355071610926,169.0611234203397,225201.25067453188,0.0010190905883324449,0.15,0.00024965690741618474,1332.07
1999.06,0,0.1467750865781477,34.25601013304633,0.025901485866731945,55.8212345103603,0.042207277237427926,194.11739075392921,0.1467750865781477,169.16569122968042,223730.08493581382,0.0010213854548662307,0.15,0.00024965690741618474,1322.55
1999.07,0,0.14137394179014742,34.45341174225453,0.024948342668849544,56.382328588369454,0.04082747057427603,195.2359998727757,0.14137394179014742,169.26623770089628,233754.98160256076,0.0009831915871946937,0.15,0.00024134604527370485,1380.99
1999.08,0,0.14791161564273306,34.6502101146303,0.02610204981930583,54.230272439696016,0.0408517370674702,196.35119064957172,0.14791161564273306,169.37329757947154,224841.3588037727,0.0010280471039329864,0.15,0.00024134604527370485,1327.49
1999.09,0,0.14981007801436755,34.84855597697627,0.026437072590770744,53.88359375717005,0.04087757554577182,197.4751505361989,0.14981007801436755,169.48223008194012,223406.39122711102,0.001040584042017848,0.15,0.00024134604527370485,1318.17
1999.1,0,0.15206205647137247,34.885093064708634,0.026834480553771613,53.17543480543744,0.040903865974444384,197.68219403334894,0.15206205647137247,169.59338827243704,220473.10068805088,0.0010555474573272514,0.15,0.00024134604527370485,1300.01
1999.11,0,0.14226594210811333,34.922104495126874,0.025105754489667054,56.93459474769175,0.040930693564120595,197.89192547238565,0.14226594210811333,169.69472352098103,236045.3604176846,0.000986899892163911,0.15,0.00024134604527370485,1391.00
1999.12,0,0.1386526774762894,34.95711304532209,0.02446811955463931,58.51180431005123,0.04095515042560351,198.09030725682516,0.1386526774762894,169.7924210480317,242579.03610290197,0.0009612602775522392,0.15,0.00024134604527370485,1428.68
2000.01,0,0.13982061138835228,35.17532918631549,0.02467422553912099,58.41886675609012,0.04097872933739022,199.3268653891211,0.13982061138835228,169.8912629300827,242195.28552049657,0.0009687996431886682,0.15,0.00024134604527370485,1425.59
2000.02,0,0.1444095403484705,35.39401381831416,0.025484036532083032,56.947259443864326,0.04100258443473063,200.56607830378022,0.1444095403484705,169.99466988599644,236100.49716456386,0.0010000136201852347,0.15,0.00024134604527370485,1388.87
2000.03,0,0.1399324686416394,35.61388334111626,0.024693965054406956,59.170330330476716,0.04102754129459421,201.8120055996588,0.1399324686416394,170.09357481334348,245310.6545315521,0.0009684211499481121,0.15,0.00024134604527370485,1442.21
2000.04,0,0.13801421712303746,35.59208052969211,0.024355450080536016,59.99089086698097,0.041051411607667496,201.688456334922,0.13801421712303746,170.19053761885885,248709.64405469556,0.0009545902447035637,0.15,0.00024134604527370485,1461.36
2000.05,0,0.1420974047712588,35.5698223623415,0.025076012606692726,58.26380102413061,0.041074813197317275,201.5623267199352,0.1420974047712588,170.29156021043278,241555.17232729468,0.0009822721034722613,0.15,0.00024134604527370485,1418.48
2000.06,0,0.13778812331773174,35.54836319392784,0.024315551173717365,58.01612175034946,0.039683795555520984,201.44072476559109,0.13778812331773174,170.38966453819498,249102.87396825955,0.0009519184291407881,0.15,0.00023303442347044623,1461.96
2000.07,0,0.13585095849382112,35.31325797554091,0.023973698557733136,58.48790611596502,0.039706657240981005,200.1084618613985,0.13585095849382112,170.48580883944783,251125.59642050666,0.0009379950214980765,0.15,0.00023303442347044623,1473.00
2000.08,0,0.13381191412495763,35.07745516871639,0.02361386719852193,59.015932695197726,0.03972906217279343,198.77224595605955,0.13381191412495763,170.57989169139998,253389.605911907,0.0009233952221309674,0.15,0.00023303442347044623,1485.46
2000.09,0,0.13448588920119967,34.84094287796844,0.02373280397668229,58.35643604836002,0.03975098671595655,197.43200964182117,0.13448588920119967,170.67462659388522,250558.8855711532,0.0009275342574617123,0.15,0.00023303442347044623,1468.05
2000.1,0,0.14189907073864885,34.81051309352211,0.02504101248329097,55.29012608983154,0.03977306320933973,197.25957419662532,0.14189907073864885,170.77675260141453,237403.5948613304,0.0009781189304674347,0.15,0.00023303442347044623,1390.14
2000.11,0,0.14302585096552856,34.78153123491829,0.025239856052740334,54.841667827097545,0.03979686208462566,197.09534366453698,0.14302585096552856,170.87998159029544,235479.44983069072,0.0009852963266668603,0.15,0.00023303442347044623,1378.04
2000.12,0,0.14796575235630913,34.75271625592633,0.026111603356995732,52.998854383804556,0.03982091799253496,196.93205878358253,0.14796575235630913,170.9881264246592,227573.2271023717,0.0010187112269866433,0.15,0.00023303442347044623,1330.93
2001.01,0,0.14663157109651928,34.560975053584244,0.025876159605268106,53.21967253657993,0.03984611946166223,195.84552530364408,0.14663157109651928,171.09491187629408,228519.49714933467,0.0010088871918121037,0.15,0.00023303442347044623,1335.63
2001.02,0,0.14915252720494218,34.36869042315057,0.02632103421263685,52.06156366601465,0.039871004147818995,194.75591239785325,0.14915252720494218,171.2041933993512,223549.87553120282,0.0010255919331163444,0.15,0.00023303442347044623,1305.75
2001.03,0,0.1633154364168805,34.176637107345485,0.02882037113239068,47.31122954780944,0.03989647050454058,193.66761027495772,0.1633154364168805,171.32761236526355,203168.84912334775,0.0011222611066604828,0.15,0.00023303442347044623,1185.85
2001.04,0,0.16193316832614163,34.00139311785464,0.028576441469319105,45.81013797014475,0.03850109087788674,192.67456100117633,0.16193316832614163,171.45104444271178,203999.31071971616,0.0011119609219166723,0.15,0.00022472204186096967,1189.84
2001.05,0,0.15088508259349323,33.825861595464,0.026626779281204688,48.94586822533075,0.038528828786362046,191.67988237429597,0.15088508259349323,171.56340069651893,217948.99734283672,0.0010353501342128674,0.15,0.00022472204186096967,1270.37
2001.06,0,0.15392729085023427,33.64787196160477,0.02716363956180605,47.757321604035525,0.03855407771313344,190.6712744490937,0.15392729085023427,171.67877390965603,212660.21402963003,0.0010555335792881303,0.15,0.00022472204186096967,1238.71
2001.07,0,0.1585804124186812,33.70626665959069,0.02798477866212021,46.467686561145186,0.03858000461716567,191.0021777376806,0.1585804124186812,171.79877431745754,206923.03372666176,0.0010867108777173537,0.15,0.00022472204186096967,1204.45
2001.08,0,0.16235765358134974,33.765616719815405,0.02865135063200289,45.4983157404898,0.038606971353830975,191.33849474562066,0.16235765358134974,171.92252499968507,202610.69571212886,0.0011118182011030972,0.15,0.00022472204186096967,1178.50
2001.09,0,0.1834883677607267,33.825756793688036,0.032380300193069415,40.35943747740533,0.03863478085982283,191.67928849756555,0.1834883677607267,172.067378586586,179748.4663666912,0.0012556159697758717,0.15,0.00022472204186096967,1044.64
2001.1,0,0.1781929872800489,33.85425673691079,0.03144582128471451,41.62886366158453,0.03866733265364209,191.84078817582784,0.1781929872800489,172.2069042412124,185396.23103704685,0.0012183530096570346,0.15,0.00022472204186096967,1076.59
2001.11,0,0.16995640150626587,33.88170840945854,0.029992306148164557,43.7171328924292,0.03869868714364173,191.99634765359843,0.16995640150626587,172.33816195557503,194686.97479797402,0.0011610957675329888,0.15,0.00022472204186096967,1129.68
2001.12,0,0.16782046855875019,33.90753336475939,0.029615376804485328,44.34105930092552,0.038728183645223305,192.14268906696987,0.16782046855875019,172.46725424048856,197462.93339756256,0.0011456304461116983,0.15,0.00022472204186096967,1144.93
2002.01,0,0.168605694428283,33.92574685483633,0.02975394607557935,44.191339631509116,0.03875719352707757,192.24589884407254,0.168605694428283,172.59710274138976,196796.94251676003,0.0011501292890490934,0.15,0.00022472204186096967,1140.21
2002.02,0,0.17475708268794407,33.94409615331872,0.03083948518022542,42.69099755220866,0.038786373347332675,192.34987820213942,0.17475708268794407,172.73307345073036,190122.1119550154,0.0011911936214608677,0.15,0.00022472204186096967,1100.67
2002.03,0,0.16680733052035684,33.963640567249854,0.0294365877388865,44.78658446795322,0.038816928962768976,192.46062988108253,0.16680733052035684,172.86106385228794,199445.3668621313,0.001136110846283408,0.15,0.00022472204186096967,1153.79
2002.04,0,0.1743164321393478,34.20488300977147,0.030761723318708436,41.59582547205863,0.03740867273304851,193.82767038870503,0.1743164321393478,172.99797161169423,192361.63457419118,0.0011863756411524705,0.15,0.00021640890030050208,1111.93
2002.05,0,0.18087244495468655,34.44822109717861,0.03191866675670939,40.405286128367536,0.037438300790704225,195.20658621734546,0.18087244495468655,173.1414057558582,186862.86216200996,0.0012300208478109797,0.15,0.00021640890030050208,1079.25
2002.06,0,0.19387670066718324,34.693209178330086,0.034213535411855865,37.99466137995813,0.037469341216108294,196.59485201053715,0.19387670066718324,173.29781311530925,175727.4484551859,0.0013173638915734733,0.15,0.00021640890030050208,1014.02
2002.07,0,0.21668060194251126,34.55125148986478,0.038237753283972574,33.88750669377656,0.037503189160766004,195.79042510923375,0.21668060194251126,173.476990528091,156752.07387127774,0.0014709842590850568,0.15,0.00021640890030050208,903.59
2002.08,0,0.2136976844856614,34.41349799601005,0.03771135608570495,34.258919930444996,0.037541964747624786,195.0098219773903,0.2136976844856614,173.65314624782903,158467.17860845636,0.0014492356583200921,0.15,0.00021640890030050208,912.55
2002.09,0,0.22380913855617754,34.27478974066525,0.03949573033344309,32.612374790252055,0.03758008641321494,194.22380853043643,0.22380913855617754,173.839375299972,150859.5482790687,0.0015162689221526985,0.15,0.00021640890030050208,867.81
2002.1,0,0.22884916898162713,34.51435858001788,0.04038514746734596,32.15151222856828,0.037620388037593204,195.581365286768,0.22884916898162713,174.03060408091605,148731.7751656733,0.001548753359153474,0.15,0.00021640890030050208,854.63
2002.11,0,0.21644198434936313,34.75536261512046,0.03819564429694643,34.26957587546729,0.037661771647783115,196.947054819016,0.21644198434936313,174.20938429361763,158518.34505029148,0.0014631772956894122,0.15,0.00021640890030050208,909.93
2002.12,0,0.22053547720874112,34.99431006998044,0.03891802538977785,33.89950077106126,0.03770046127700935,198.30109039655582,0.22053547720874112,174.39221930954935,156809.99575876057,0.001489319898870823,0.15,0.00021640890030050208,899.18
2003.01,0,0.222279479685681,35.140032190874194,0.03922579053276723,33.80902704341795,0.03774002840174356,199.12684908162046,0.222279479685681,174.5767587608333,156392.8435683049,0.0014995237244746088,0.15,0.00021640890030050208,895.84
2003.02,0,0.23888732191879555,35.28632736453343,0.04215658622096392,31.622963586211768,0.037779964381457976,199.95585506568943,0.23888732191879555,174.7778661183706,146294.31727705974,0.0016098586669533949,0.15,0.00021640890030050208,837.03
2003.03,0,0.2371817716686525,35.436212355499634,0.04185560676505632,32.02249778585527,0.037823485803544964,200.80520334783128,0.2371817716686525,174.9772244042357,148140.96749735807,0.0015965258337959517,0.15,0.00021640890030050208,846.63
2003.04,0,0.22564146707338742,35.440177930469474,0.03981908242471543,32.40767025129344,0.03641188527498336,200.827674939327,0.22564146707338742,175.1664539860341,155903.39904118993,0.0015171148725323866,0.15,0.00020809499864316017,890.03
2003.05,0,0.21457976313146782,35.44201325303446,0.0378670170232002,34.1169241217395,0.03645126300455094,200.8380751005286,0.21457976313146782,175.34458248616102,164115.51542374727,0.0014411822264484237,0.15,0.00020809499864316017,935.96
2003.06,0,0.20327459632093794,35.441523735015295,0.03587198758604787,36.05047068668864,0.03648833065454316,200.8353011650867,0.20327459632093794,175.5113687518274,173405.23232680548,0.0013638663967611337,0.15,0.00020809499864316017,988.00
2003.07,0,0.20429083132593812,35.78238030427881,0.036051323175165545,36.25057617847537,0.03652303804227071,202.7668217242466,0.20429083132593812,175.67913654511108,174368.57018648455,0.0013693822583136868,0.15,0.00020809499864316017,992.54
2003.08,0,0.20686870928134363,36.12402245208846,0.03650624281435476,36.17518794782651,0.03655794968098644,204.70279389516796,0.20686870928134363,175.84944730471142,174008.3035914311,0.0013853378203120001,0.15,0.00020809499864316017,989.53
2003.09,0,0.20270450616411853,36.46677913481453,0.0357713834407268,37.30476600956084,0.03659339049827439,206.645081763949,0.20270450616411853,176.01555842037726,179437.3008760694,0.0013561367025033352,0.15,0.00020809499864316017,1019.44
2003.1,0,0.2023288299850654,37.08794568889182,0.0357050876444233,38.04655818040388,0.03662795739066348,210.165025570387,0.2023288299850654,176.18125929297167,183004.75946538846,0.0013523458935430766,0.15,0.00020809499864316017,1038.73
2003.11,0,0.20353436958662438,37.710129640411225,0.03591782992705136,38.491894615305895,0.03666243891352119,213.69073462899695,0.20353436958662438,176.3481312236448,185147.9029717047,0.0013591241229323424,0.15,0.00020809499864316017,1049.90
2003.12,0,0.20101436044707346,38.33367502473979,0.03547312243183649,39.65642344296659,0.036697164127708196,217.22415847352548,0.20101436044707346,176.51244841996416,190746.41226055007,0.0013410263053992694,0.15,0.00020809499864316017,1080.64
2004.01,0,0.19430313433483615,38.832738652392116,0.03428878841202991,41.598997238772675,0.03673135771445332,220.05218569688864,0.19430313433483615,176.67002019658455,200082.33127303593,0.001295047033753635,0.15,0.00020809499864316017,1132.52
2004.02,0,0.19493124801360284,39.33116324626463,0.034399632002400496,42.03465581490869,0.03676414761309534,222.87659172883292,0.19493124801360284,176.82818729698505,202178.27622788082,0.0012980746804739248,0.15,0.00020809499864316017,1143.36
2004.03,0,0.20081001921949382,39.83054918864588,0.03543706221520479,41.35916106746985,0.036797061395638576,225.70644540232666,0.20081001921949382,176.9922002548089,198935.6932424001,0.0013360261451864505,0.15,0.00020809499864316017,1123.98
2004.04,0,0.20147137709972934,40.29522352054398,0.035553772429364,40.07511247203358,0.03535956136799744,228.33959994974924,0.20147137709972934,177.1583120705406,200784.1445682679,0.0013391841515493753,0.15,0.00019978033674417084,1133.36
2004.05,0,0.20945247073153322,40.76117570705651,0.0369622007173294,39.030413804063755,0.03539274724248151,230.97999567332022,0.20945247073153322,177.33237179402965,195558.59296702003,0.0013909292122333253,0.15,0.00019978033674417084,1102.78
2004.06,0,0.2062532220758449,41.22977644211189,0.0363976274251491,40.130878634328056,0.035427520952653745,233.63539983863407,0.2062532220758449,177.50319749515285,201068.52199460933,0.0013683392775168616,0.15,0.00019978033674417084,1132.76
2004.07,0,0.21359809523294077,41.68366828470839,0.03769378151169543,39.215264069750745,0.0354616485687487,236.20745361334752,0.21359809523294077,177.68133394181706,196488.9031395584,0.0014157033805066994,0.15,0.00019978033674417084,1105.85
2004.08,0,0.21929016974060037,42.14008895952872,0.038698265248341246,38.65436096264243,0.035497236728049684,238.7938374373294,0.21929016974060037,177.8651268748296,193684.45125907694,0.0014519726369986714,0.15,0.00019978033674417084,1088.94
2004.09,0,0.21598037091508707,42.598697886521684,0.03811418310266242,39.714880080585395,0.03553395494209813,241.39262135695623,0.21598037091508707,178.04557329080257,198994.4154441984,0.0014285799497760201,0.15,0.00019978033674417084,1117.66
2004.1,0,0.2173401527750802,42.8496338967966,0.0383541446073671,39.739164825586855,0.03557000458784548,242.81459208184737,0.2173401527750802,178.2273434389898,199117.3703634738,0.0014361171280839473,0.15,0.00019978033674417084,1117.21
2004.11,0,0.20894209741571101,43.10131329760963,0.036872134838066645,41.621650168624015,0.03560631868926037,244.24077535312125,0.20894209741571101,178.40067921771626,208539.68996475724,0.001379217282324157,0.15,0.00019978033674417084,1168.94
2004.12,0,0.20484963874783843,43.351365049905056,0.03614993624961854,42.740980974667075,0.035640947769504154,245.65773528279533,0.20484963874783843,178.5698879086946,214142.79527898566,0.0013508893354791905,0.15,0.00019978033674417084,1199.21
2005.01,0,0.21095263784037938,43.98027456547104,0.037226936089478704,42.14650916054372,0.035674752338767844,249.2215558710026,0.21095263784037938,178.74516579419623,211171.3263209214,0.0013898176049522745,0.15,0.00019978033674417084,1181.41
2005.02,0,0.21073188002284252,44.611815040906336,0.03718797882756044,42.83851068182552,0.03570976941375717,252.8002852318026,0.21073188002284252,178.92018790480532,214638.02501624162,0.0013870017560970189,0.15,0.00019978033674417084,1199.63
2005.03,0,0.21456621831095207,45.24444251642764,0.03786462676075624,42.71138431745404,0.03574473538995233,256.38517425975664,0.21456621831095207,179.0990093877263,214005.4063173942,0.0014108572544424916,0.15,0.00019978033674417084,1194.90
2005.04,0,0.22294300421024976,45.81203336338961,0.03934288309592642,41.663841510590466,0.03578046040602738,259.60152239254114,0.22294300421024976,179.28617193153053,208766.1971822321,0.0014644742492034726,0.15,0.00019978033674417084,1164.43
2005.05,0,0.22306754113664898,46.382827477145426,0.03936486020058511,40.44683119542162,0.03432701157231017,262.83602237049075,0.22306754113664898,179.47491246109487,211471.69985465886,0.0014637626455511425,0.15,0.0001914649144576508,1178.28
2005.06,0,0.22131755944680861,46.95512397263394,0.03905603990237799,41.3130955987032,0.03436314876165789,266.07903584492567,0.22131755944680861,179.66186687178003,215998.47944659754,0.001450752062105774,0.15,0.0001914649144576508,1202.25
2005.07,0,0.21983350918980218,47.4157602833195,0.03879414868055333,42.043765280223866,0.03439894397190721,268.6893082721438,0.21983350918980218,179.84730143699795,219816.5657083564,0.0014395244932800977,0.15,0.0001914649144576508,1222.24
2005.08,0,0.22160320545573498,47.876851119404584,0.039106448021600286,42.15706187954073,0.03443444818507415,271.30215634329267,0.22160320545573498,180.0344701942686,220410.80082473723,0.0014496167103661773,0.15,0.0001914649144576508,1224.27
2005.09,0,0.22344235056168402,48.33925524716113,0.03943100304029718,42.25781109476866,0.03447028443517412,273.9224464005797,0.22344235056168402,180.22344226039513,220939.5223358636,0.0014601279039415296,0.15,0.0001914649144576508,1225.92
2005.1,0,0.23269142898024628,48.94568394481665,0.041063193349455226,41.13032716049648,0.03450646595564992,277.35887568729436,0.23269142898024628,180.42162722341973,215055.3627852274,0.0015189734415025113,0.15,0.0001914649144576508,1191.96
2005.11,0,0.226946050970658,49.55580619227583,0.040049303112469056,42.74421836203479,0.03454441142264222,280.81623508956307,0.226946050970658,180.61402886296776,223486.3808941704,0.0014798411819692844,0.15,0.0001914649144576508,1237.37
2005.12,0,0.22524220547294474,50.1655465166893,0.039748624495225544,43.643957665128966,0.034581249586099795,284.27143026123935,0.22524220547294474,180.8046898188546,228188.1748796818,0.0014671663748180898,0.15,0.0001914649144576508,1262.07
2006.01,0,0.2244452265147485,50.64791373550664,0.03960798114966149,44.26676117305109,0.03461775446970908,287.00484450120433,0.2244452265147485,180.99451729089964,231443.1190953921,0.001460433398762835,0.15,0.0001914649144576508,1278.73
2006.02,0,0.22695496528402345,51.13095113467916,0.040050876226592376,44.241156471888694,0.0346540997704059,289.74205642984856,0.22695496528402345,181.18681815641327,231312.151399385,0.0014752150811368294,0.15,0.0001914649144576508,1276.65
2006.03,0,0.22607971513576655,51.61559482230823,0.039896420318076456,44.881029080241866,0.0346909186391716,292.48837065974664,0.22607971513576655,181.37820695290986,234656.2414632576,0.001467966258032268,0.15,0.0001914649144576508,1293.74
2006.04,0,0.22699108713143443,52.161350105283525,0.04005725067025313,45.22119055378408,0.03472756287872097,295.58098392994,0.22699108713143443,181.5704704771626,236435.61954124682,0.0014723286898024068,0.15,0.0001914649144576508,1302.17
